,DISTANCE,CASES,WEIGHT,VOLUME,ORIGIN ZIP,DEST ZIP,ACTUAL MODE,ACTUAL EQUIP,PU_APPT,DL_APPT
1246463,1237.0,1,2.2,0.11,53158,33805,CORP.PARCEL,CORP.53DV,12/23/2021 22:12,12/30/2021 20:12
3750881,0.0,0,19956.47,928.92,37885,725,MTNORAM.OCEAN,MTNORAM.53RF,3/9/2022 8:00,3/9/2022 15:03
2463584,266.2,3080,20.0,1.17,75261,77489,CORP.TL,CORP.53BK,4/13/2022 1:04,4/13/2022 6:04
3052265,1056.8,600,128.13,4.98,8512,38141,MTNORAM.PARCEL,MTNORAM.53DV,7/14/2022 22:07,7/18/2022 21:07
4523504,2256.5,8,3.15,0.32,37921,59901,MTNORAM.PARCEL,MTNORAM.53DV,6/6/2022 21:06,6/8/2022 3:06
4648538,367.3,3,2.5,0.12,17345,27609,MTNORAM.PARCEL,MTNORAM.53DV,5/17/2022 22:05,5/18/2022 17:05
4938840,1507.3,71,402.68,54.41,76131,19010-3209,LTL,PLNA.53DV,8/11/2022 3:08,8/17/2022 20:08
2677265,203.7,1,113.0,50.47,28273,29412,CORP.LTL,CORP.53DV,3/31/2022 4:03,4/1/2022 14:04
3593986,752.8,0,7532.29,406.91,37885,64153,MTNORAM.TL,MTNORAM.53DV,3/1/2022 12:00,3/2/2022 19:30
3010463,4087.0,1,0.28,0.02,37921,99654-7185,MTNORAM.PARCEL,MTNORAM.53DV,7/11/2022 21:07,7/13/2022 3:07
2333838,73.5,1,89.0,38.25,58078,56573-8134,CORP.LTL,CORP.53DV,6/28/2022 17:06,6/28/2022 17:06
2247931,1226.7,69,82.55,4.35,53158,32824,CORP.PARCEL,CORP.53DV,5/11/2022 20:05,5/13/2022 19:05
4314476,2599.3,1,1.1,0.05,17345,91786,MTNORAM.PARCEL,MTNORAM.53DV,6/6/2022 23:06,6/8/2022 0:06
3164973,505.3,3,102.03,3.96,46158,30152,MTNORAM.PARCEL,MTNORAM.53DV,7/27/2022 17:07,7/29/2022 12:07
4460697,707.1,5020,1131.52,70.36,8512,46075,MTNORAM.LTL,MTNORAM.53DV,5/27/2022 0:05,6/1/2022 12:06
2744630,583.6,2,1.66,0.07,17345,47130,MTNORAM.PARCEL,MTNORAM.53DV,9/13/2022 12:09,9/14/2022 17:09
2487663,437.0,1,2.91,466.02,38637,75701-7455,CORP.PARCEL,CORP.53DV,6/17/2022 22:06,6/21/2022 20:06
3809682,1340.1,1,0.28,0.01,37921,80122-2601,MTNORAM.PARCEL,MTNORAM.53DV,3/17/2022 21:03,3/18/2022 21:03
3139907,877.6,1470,39100.23,14.7,60544,H1E 1P6,MTNORAM.TL,MTNORAM.53DV,7/25/2022 11:00,7/27/2022 11:00
3461317,311.7,1,0.28,0.01,37921,31904-3353,MTNORAM.PARCEL,MTNORAM.53DV,8/25/2022 21:08,8/26/2022 18:08
1441386,1011.19,1,2.32,1079.37,38637,33301-1826,CORP.PARCEL,CORP.53DV,1/5/2022 23:01,1/7/2022 20:01
1592387,1839.5,1,0.1,0.0,38134,91361,CORP.PARCEL,CORP.53DV,11/17/2021 18:11,11/19/2021 2:11
769597,847.2,2,9.4,0.8,53158,27704,CORP.PARCEL,CORP.53DV,2/7/2022 23:02,2/8/2022 20:02
461818,756.68,1,56.0,14230.8,38637,78216,CORP.PARCEL,CORP.53DV,6/28/2022 22:06,6/30/2022 20:06
13670,1434.7,3,0.6,0.0,38134,85296,CORP.PARCEL,CORP.53DV,9/14/2022 15:09,9/16/2022 0:09
3659754,901.4,1440,42657.9,14.4,60490,76207,MTNORAM.TL,MTNORAM.53DV,3/1/2022 13:00,3/3/2022 7:30
3305339,711.3,1,0.58,0.05,37921,7087,MTNORAM.PARCEL,MTNORAM.53DV,8/10/2022 19:08,8/11/2022 18:08
3989239,755.0,1392,246.5,19.1,8512,49544,MTNORAM.LTL,MTNORAM.53DV,12/6/2021 23:12,12/10/2021 15:12
2965391,945.8,2120,538.35,36.31,8512,63301,MTNORAM.LTL,MTNORAM.53DV,7/1/2022 23:07,7/7/2022 12:07
2413524,1099.3,1,1.0,0.3,40219,78215,CORP.PARCEL,CORP.53DV,5/2/2022 7:05,5/5/2022 13:05
4134149,245.8,250,8.5,0.73,8512,2048,MTNORAM.PARCEL,MTNORAM.53DV,11/23/2021 17:11,11/23/2021 21:11
4747756,681.4,2,3.06,0.22,37921,07059-2638,MTNORAM.PARCEL,MTNORAM.53DV,5/5/2022 21:05,5/6/2022 17:05
4037006,731.3,208,3781.76,2.08,60544,21237,MTNORAM.LTL,MTNORAM.53DV,10/27/2021 8:00,11/2/2021 13:00
334132,1255.7,1,5.0,1.74,40219,78045,CORP.PARCEL,CORP.53DV,7/29/2022 7:07,8/1/2022 15:08
4768824,388.9,3,1.1,0.11,37921,62454,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 21:05,5/4/2022 1:05
3262874,707.1,112,21.83,1.42,8512,46075,MTNORAM.PARCEL,MTNORAM.53DV,8/8/2022 23:08,8/9/2022 17:08
1021035,997.89,1,2.26,277.31,38637,14020-9413,CORP.PARCEL,CORP.53DV,1/28/2022 23:01,2/2/2022 20:02
3592126,888.6,0,20.0,1.54,78264,63069,MTNORAM.PARCEL,MTNORAM.53DV,2/11/2021 23:59,2/14/2022 14:02
4481216,765.2,1,1.1,0.05,17345,35801,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 16:05,5/10/2022 19:05
752488,629.8,4,68.61,4.03,53158,26506,CORP.PARCEL,CORP.53DV,2/28/2022 23:02,3/2/2022 21:03
661941,479.6,7,94.15,2.45,38134,75172,CORP.PARCEL,CORP.53DV,2/24/2022 23:02,2/28/2022 23:02
2746181,711.7,4,0.96,0.09,17345,30040,MTNORAM.PARCEL,MTNORAM.53DV,8/15/2022 16:08,8/16/2022 18:08
1582169,716.0,21,1.06,0.09,38134,29464.0,CORP.PARCEL,CORP.53DV,9/27/2021 20:09,9/29/2021 19:09
1179117,658.3,5,1.25,0.0,38134,79606,CORP.PARCEL,CORP.53DV,1/11/2022 21:01,1/12/2022 21:01
4074352,287.3,1200,38462.4,12.0,54601,60544,MTNORAM.TL,MTNORAM.53DV,10/19/2021 9:00,10/20/2021 9:00
1263358,825.0,25,9.0,0.01,30083,77477,CORP.PARCEL,CORP.53DV,1/3/2022 15:01,1/4/2022 22:01
2232300,1237.0,70,191.06,10.22,53158,33805,CORP.LTL,CORP.53DV,6/16/2022 23:06,6/21/2022 11:06
61424,1013.6,7,0.33,0.63,38134,33125,CORP.PARCEL,CORP.53DV,8/4/2022 14:08,8/8/2022 18:08
1543975,1184.1,1,0.25,0.0,38134,6498.0,CORP.PARCEL,CORP.53DV,10/18/2021 16:10,10/19/2021 19:10
753733,614.5,4,68.61,4.03,53158,14215,CORP.PARCEL,CORP.53DV,3/11/2022 18:03,3/14/2022 18:03
2911894,1050.6,372,56.12,5.62,8512,32829,MTNORAM.PARCEL,MTNORAM.53DV,7/1/2022 23:07,7/5/2022 20:07
4897632,667.7,4,273.84,9.39,30268,33138,MTNORAM.LTL,MTNORAM.53DV,4/17/2022 18:04,4/20/2022 16:04
4099841,2310.6,721,26525.8,7.21,J6T 2G9,T8N 6K3,MTNORAM.INTERMODAL,MTNORAM.53DV,11/2/2021 0:00,11/9/2021 8:00
3571930,456.7,3,1.38,0.07,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/7/2022 16:03,3/8/2022 22:03
2892003,61.1,1,1.1,0.05,17345,21201,MTNORAM.PARCEL,MTNORAM.53DV,9/20/2022 13:09,9/21/2022 12:09
2050184,67.2,1,157.0,14.81,91730,91307,CORP.LTL,CORP.53DV,11/24/2021 11:11,12/3/2021 19:12
2958493,190.6,2,4.16,0.19,17345,15601,MTNORAM.PARCEL,MTNORAM.53DV,6/29/2022 22:06,6/30/2022 17:06
1543361,1087.0,21,2.24,0.18,38134,7631.0,CORP.PARCEL,CORP.53DV,9/23/2021 15:09,9/27/2021 18:09
2264169,729.9,0,0.94,0.02,53158,56751,CORP.PARCEL,CORP.53DV,6/6/2022 18:06,6/8/2022 0:06
3737963,456.7,4,5.24,0.27,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/11/2022 0:03,3/11/2022 21:03
3412489,112.3,6,1.33,0.13,37921,30720-2672,MTNORAM.PARCEL,MTNORAM.53DV,8/22/2022 21:08,8/23/2022 17:08
4296235,859.4,1,0.94,0.08,17345,63701,MTNORAM.PARCEL,MTNORAM.53DV,4/28/2022 21:04,4/29/2022 20:04
3634417,804.0,1243,42604.86,12.43,60544,19154,MTNORAM.TL,MTNORAM.53DV,3/9/2022 0:00,3/11/2022 10:00
1048675,27.4,128,11484.0,1459.0,92154,92121,CORP.TL,CORP.53DV,2/3/2022 16:02,2/3/2022 17:02
4504672,1003.1,2,3.3,0.16,17345,32909,MTNORAM.PARCEL,MTNORAM.53DV,6/14/2022 0:06,6/14/2022 17:06
2004789,487.3,1,115.0,50.47,64153,56201,CORP.LTL,CORP.53DV,10/22/2021 20:00,10/25/2021 20:00
1629337,22.3,21,1.06,0.09,38134,38116,CORP.PARCEL,CORP.53DV,9/25/2021 17:09,9/28/2021 22:09
3106526,1236.2,1,0.51,0.05,37921,81052,MTNORAM.PARCEL,MTNORAM.53DV,7/20/2022 21:07,7/21/2022 23:07
4658235,1181.8,2,2.78,0.12,17345,33156,MTNORAM.PARCEL,MTNORAM.53DV,6/8/2022 21:06,6/9/2022 18:06
3681799,2763.9,24,6.0,0.34,8512,91355,MTNORAM.PARCEL,MTNORAM.53DV,2/28/2022 23:02,3/5/2022 2:03
3176886,2305.5,2,2.21,0.1,17345,85021,MTNORAM.PARCEL,MTNORAM.53DV,7/27/2022 19:07,7/29/2022 0:07
4855909,835.9,2,1.11,0.05,17345,32258,MTNORAM.PARCEL,MTNORAM.53DV,5/10/2022 17:05,5/11/2022 17:05
2437176,87.4,109,120.4,4.67,77351,77489,CORP.TL,CORP.53BK,5/6/2022 4:05,5/6/2022 6:05
2928738,363.9,1,0.38,0.04,17345,27704-2389,MTNORAM.PARCEL,MTNORAM.53DV,7/5/2022 22:07,7/6/2022 18:07
1464109,1954.4,101,639.49,55.81,60188,92337,CORP.LTL,CORP.53DV,12/14/2021 23:12,12/20/2021 16:12
4888974,251.3,2,2.21,0.1,17345,26241,MTNORAM.PARCEL,MTNORAM.53DV,5/4/2022 21:05,5/5/2022 18:05
4167298,1207.2,1,0.16,0.01,17345,70737,MTNORAM.PARCEL,MTNORAM.53DV,6/15/2022 22:06,7/1/2022 21:07
1422044,830.49,1,1.28,30.0,38637,27832-9684,CORP.PARCEL,CORP.53DV,12/24/2021 23:12,12/28/2021 20:12
3997137,1050.6,192,18.2,2.16,8512,32829,MTNORAM.PARCEL,MTNORAM.53DV,1/14/2022 18:01,1/17/2022 20:01
3637494,33.5,1,0.56,0.05,37921,37862,MTNORAM.PARCEL,MTNORAM.53DV,2/17/2022 22:02,2/18/2022 21:02
4475692,552.4,1,0.55,0.03,17345,3570,MTNORAM.PARCEL,MTNORAM.53DV,5/16/2022 22:05,5/17/2022 19:05
3595869,554.8,1,1.12,0.1,37921,32207-9017,MTNORAM.PARCEL,MTNORAM.53DV,1/31/2022 22:01,2/1/2022 20:02
1167261,1422.2,2,0.5,0.0,38134,85710,CORP.PARCEL,CORP.53DV,1/18/2022 16:01,1/19/2022 23:01
4554355,767.6,3,0.84,0.07,37921,11787,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 20:05,5/10/2022 18:05
472865,529.99,1,3.0,600.0,38637,76092,CORP.PARCEL,CORP.53DV,9/15/2022 22:09,9/19/2022 20:09
3808960,456.7,1,0.84,0.04,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/9/2022 23:03,3/10/2022 19:03
3381043,206.1,4,1.08,0.1,17345,10801,MTNORAM.PARCEL,MTNORAM.53DV,8/17/2022 20:08,8/18/2022 17:08
1571515,664.3,4,1.0,0.0,38134,78741,CORP.PARCEL,CORP.53DV,11/18/2021 22:11,11/20/2021 1:11
2658887,369.5,1001,24042.52,2493364.07,30213,38118,CORP.TL,CORP.53DV,4/20/2022 15:04,4/21/2022 12:04
78243,406.2,29,3.37,0.51,38134,74146,CORP.PARCEL,CORP.53DV,6/30/2022 20:06,7/5/2022 20:07
1320412,1035.7,1,86.0,13.97,90810,80126,CORP.LTL,CORP.53DV,12/4/2021 0:12,12/17/2021 19:12
4525937,4134.8,3,4.99,0.23,17345,99701,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 22:05,5/4/2022 3:05
1537843,1819.6,4,1.04,0.0,38134,91316,CORP.PARCEL,CORP.53DV,10/11/2021 19:10,10/13/2021 0:10
2571398,1034.68,2,13.66,1400.0,38637,14618-2244,CORP.PARCEL,CORP.53DV,4/13/2022 22:04,4/18/2022 19:04
1319016,420.7,890,871.28,76.34,90810,95776,CORP.LTL,CORP.53DV,12/30/2021 1:12,1/5/2022 20:01
816522,46.3,2,202.0,14.81,33578,34236,CORP.LTL,CORP.53DV,3/14/2022 7:03,3/15/2022 16:03
4075268,109.5,180,32.0,2.97,8512,10940,MTNORAM.PARCEL,MTNORAM.53DV,10/28/2021 2:10,10/29/2021 19:10
2668951,400.5,1,24000.0,2500.0,24244,21740,CORP.TL,CORP.53DV,4/27/2022 20:00,4/28/2022 20:00
2911577,2771.8,0,29.31,6.31,93706,21046,MTNORAM.PARCEL,MTNORAM.53DV,7/7/2022 19:07,7/11/2022 11:07
4072173,329.0,0,59.85,15.81,84104,80487,MTNORAM.LTL,MTNORAM.53DV,10/7/2021 19:10,10/8/2021 6:10
4369665,333.2,960,41280.0,9.6,63640,60544,MTNORAM.TL,MTNORAM.53DV,4/8/2022 14:00,4/9/2022 9:00
2905285,8.3,1,2205.0,94095.0,79906,79907,MTNORAM.TL,MTNORAM.53DV,6/30/2022 8:39,6/30/2022 9:12
3672788,1005.75,16,122.65,13.61,8512,72143,MTNORAM.PARCEL,MTNORAM.53DV,2/9/2022 12:02,2/14/2022 21:02
2397022,2522.5,3018,17010.28,1481.32,90810,24401,CORP.TL,CORP.53DV,6/3/2022 15:06,6/8/2022 4:06
3440579,369.5,15,3.72,0.29,37921,43147,MTNORAM.PARCEL,MTNORAM.53DV,8/23/2022 21:08,8/24/2022 17:08
4162600,1562.66,3840,7420.0,422.22,54614,38478,MTNORAM.TL,MTNORAM.53DV,4/5/2022 10:35,4/7/2022 11:00
2216630,746.2,2,0.93,0.0,53158,18704,CORP.PARCEL,CORP.53DV,6/8/2022 11:06,6/9/2022 18:06
1444424,1333.8,1,2.26,277.31,38637,01840-1246,CORP.PARCEL,CORP.53DV,12/9/2021 23:12,12/10/2021 13:12
4469795,0.0,12,4755.0,100000.0,79936,40241,MTNORAM.TL,MTNORAM.53DVS,4/16/2022 10:53,4/18/2022 0:00
284197,1399.1,1,131.0,20.61,90810,78660,CORP.LTL,CORP.53DV,9/7/2022 7:09,9/15/2022 21:09
2521030,776.61,1,2.26,277.31,38637,33634-5206,CORP.PARCEL,CORP.53DV,5/24/2022 22:05,5/26/2022 19:05
2541818,1532.95,1,0.35,1.0,38637,85043-2109,CORP.PARCEL,CORP.53DV,5/11/2022 22:05,5/16/2022 22:05
1448226,0.0,1,124.0,29.42,85043,85043,CORP.LTL,CORP.53DV,12/31/2021 19:12,12/31/2021 20:12
2348143,373.4,54,5238.1,1956.69,21740,12183,CORP.TL,CORP.53DV,6/3/2022 20:00,6/6/2022 20:00
73241,686.7,2,0.16,0.01,38134,29505,CORP.PARCEL,CORP.53DV,7/28/2022 21:07,8/1/2022 21:08
838616,419.4,18,630.0,112500.0,90660,95678,CORP.LTL,CORP.53DV,2/3/2022 1:02,2/3/2022 8:02
3191689,737.1,2,1.66,0.07,17345,62471,MTNORAM.PARCEL,MTNORAM.53DV,7/28/2022 18:07,7/29/2022 19:07
4221735,718.0,1,0.28,0.01,37921,07024-5652,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 21:05,5/3/2022 18:05
1101134,969.0,41,2.6,0.17,38134,33432,CORP.PARCEL,CORP.53DV,1/5/2022 22:01,1/8/2022 1:01
2179017,583.4,12,0.86,0.07,38134,76309,CORP.PARCEL,CORP.53DV,4/29/2022 16:04,5/3/2022 21:05
4958200,839.5,56,236.78,27.97,76131,30342,LTL,PLNA.53DV,7/26/2022 21:07,7/28/2022 15:07
1276470,81.6,1,131.0,47.0,27370,27560,CORP.TL,CORP.53DV,12/22/2021 5:12,12/22/2021 0:00
3076531,476.8,2,1.4,0.11,37921,22031-4600,MTNORAM.PARCEL,MTNORAM.53DV,7/18/2022 21:07,7/19/2022 18:07
818610,167.3,11,1295.1,329.45,32824,33409,CORP.LTL,CORP.53DV,3/9/2022 23:03,3/15/2022 20:00
4883024,1210.0,2,1.66,0.08,17345,74132,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 23:05,5/27/2022 19:05
3772557,456.7,2,3.05,0.14,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/7/2022 18:03,3/9/2022 21:03
725624,1054.6,2,0.5,0.0,38134,8005,CORP.PARCEL,CORP.53DV,2/7/2022 17:02,2/8/2022 23:02
21,231.1,1,45.0,24.68,44256,48503,CORP.LTL,CORP.53DV,9/21/2022 0:09,9/21/2022 20:00
4277490,281.0,2,3.04,0.14,17345,23606,MTNORAM.PARCEL,MTNORAM.53DV,4/5/2022 2:04,4/5/2022 18:04
1997653,26.3,51,174.24,9.06,60188,60446,CORP.LTL,CORP.53DV,12/3/2021 22:12,12/3/2021 23:12
216348,242.9,4,51.4,1.66,53158,46204,CORP.PARCEL,CORP.53DV,7/19/2022 20:07,7/20/2022 12:07
1505354,720.7,2,500.0,0.0,43612,64161,CORP.LTL,CORP.53DV,12/29/2021 13:12,1/1/2022 19:01
335154,1255.7,1,1.0,0.0,40219,78045,CORP.PARCEL,CORP.53DV,9/9/2022 7:09,9/12/2022 15:09
1506018,55.3,2,334.0,60.15,41011,45414,CORP.LTL,CORP.53DV,12/29/2021 18:12,12/29/2021 23:12
4769000,1100.7,5,1.79,0.16,37921,78154-1496,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 22:05,5/3/2022 19:05
1810628,1813.2,1,1.85,0.13,90810,63038,CORP.PARCEL,CORP.53DV,10/25/2021 23:10,10/27/2021 18:10
4039419,778.1,0,931.0,105.2,78264,32548-5331,MTNORAM.LTL,MTNORAM.53DV,12/1/2021 23:59,12/6/2021 17:12
1388719,755.5,1,8.0,1127.0,38637,32164-7482,CORP.PARCEL,CORP.53DV,1/5/2022 23:01,1/7/2022 20:01
1074713,700.6,1,24000.0,2500.0,24244,32824,CORP.TL,CORP.53DV,3/24/2022 20:00,3/25/2022 20:00
1796834,2386.0,1191,6624.89,596.75,90810,32615,CORP.LTL,CORP.53DV,11/10/2021 1:11,11/19/2021 13:11
4103964,2443.1,0,4594.0,426.59,78264,98550,MTNORAM.TL,MTNORAM.45FB,11/19/2021 8:30,11/29/2021 21:11
4271212,1127.8,0,16.5,0.52,17345,66763,MTNORAM.PARCEL,MTNORAM.53DV,6/23/2022 1:06,6/28/2022 1:06
3332536,789.0,2,0.55,0.03,17345,62982,MTNORAM.PARCEL,MTNORAM.53DV,8/15/2022 14:08,8/16/2022 21:08
4468171,262.9,1,1.67,0.15,37921,45231-3559,MTNORAM.PARCEL,MTNORAM.53DV,5/18/2022 21:05,5/19/2022 18:05
4348708,1321.0,2,1.67,0.08,17345,73170,MTNORAM.PARCEL,MTNORAM.53DV,5/12/2022 17:05,5/13/2022 20:05
2201870,1117.9,2,18.45,0.81,38134,12549,CORP.PARCEL,CORP.53DV,5/31/2022 20:05,6/3/2022 19:06
2012435,455.5,295,19152.0,2615.0,92154,95304,CORP.TL,CORP.53DV,9/29/2021 7:09,10/5/2021 18:10
2442919,5.0,50,4893.0,1506.23,98516,98516,CORP.TL,CORP.53DV,5/10/2022 20:00,5/11/2022 20:00
811042,393.7,272,968.0,0.16,30083,27560,CORP.LTL,CORP.53RF,2/24/2022 9:02,2/25/2022 12:02
1082550,232.4,1,110.33,36.04,49449-8510,48174,CORP.LTL,CORP.53DV,2/25/2022 13:02,3/15/2022 13:03
2589918,439.86,4,15.0,2500.0,38637,40359-9300,CORP.PARCEL,CORP.53DV,3/30/2022 22:03,4/1/2022 19:04
418987,852.92,1,2.91,466.02,38637,55405-1801,CORP.PARCEL,CORP.53DV,9/20/2022 22:09,9/22/2022 20:09
4311147,1542.5,24,3.5,0.2,8512,76262,MTNORAM.PARCEL,MTNORAM.53DV,4/26/2022 0:04,4/29/2022 0:04
1008961,1102.76,2,2.56,60.0,38637,13078-9405,CORP.PARCEL,CORP.53DV,2/4/2022 23:02,2/9/2022 20:02
4900099,453.8,0,211.64,17.59,43551,53581,MTNORAM.LTL,MTNORAM.53DV,5/27/2022 18:05,6/1/2022 19:06
1839273,27.6,2,332.0,62.05,45414,45036-9076,CORP.LTL,CORP.53DV,10/15/2021 1:10,10/20/2021 12:10
1053781,2071.5,206,16959.0,2365.0,92154,60440,CORP.INTERMODAL,CORP.53DV,4/6/2022 0:04,4/8/2022 21:04
2502989,1297.67,1,0.08,0.0,38637,78957,CORP.PARCEL,CORP.53DV,4/30/2022 22:04,5/3/2022 20:05
663519,748.0,1,0.11,0.0,38134,48067,CORP.PARCEL,CORP.53DV,2/14/2022 23:02,2/16/2022 22:02
2226711,2161.2,60,8.7,0.0,53158,94118,CORP.PARCEL,CORP.53DV,6/1/2022 21:06,6/3/2022 23:06
4884187,153.8,2,1.94,0.09,17345,8210,MTNORAM.PARCEL,MTNORAM.53DV,4/12/2022 23:04,4/13/2022 19:04
2530119,740.85,4,18.82,2252.74,38637,27713-2222,CORP.PARCEL,CORP.53DV,6/17/2022 22:06,6/21/2022 19:06
3748058,456.7,2,3.32,0.15,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/11/2022 17:03,3/15/2022 21:03
3312486,311.5,3,6.64,0.31,17345,16508,MTNORAM.PARCEL,MTNORAM.53DV,8/10/2022 21:08,8/11/2022 17:08
1398786,1353.67,1,2.25,386.72,38637,02184-4301,CORP.PARCEL,CORP.53DV,1/7/2022 23:01,1/12/2022 20:01
4894427,105.4,72,26.4,1.75,8512,12550,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 1:05,5/26/2022 18:05
2910416,486.1,0,44.14,4.54,37885,22546,MTNORAM.PARCEL,MTNORAM.53DV,7/7/2022 14:07,7/11/2022 17:07
4397636,2866.8,36,6.0,1.98,8512,98001,MTNORAM.PARCEL,MTNORAM.53DV,6/22/2022 10:06,6/28/2022 21:06
2689345,154.2,1,98.0,41.0,21740,23005,CORP.TL,CORP.53DV,6/14/2022 7:06,6/13/2022 0:00
1700040,2016.6,5,67.25,1.75,53158,91708,CORP.PARCEL,CORP.53DV,11/18/2021 20:11,11/25/2021 2:11
1688144,42.6,1,2.32,0.06,53158,60712,CORP.PARCEL,CORP.53DV,11/10/2021 15:11,11/11/2021 22:11
4091196,927.5,0,2.0,0.39,78264,42003,MTNORAM.PARCEL,MTNORAM.53DV,10/18/2021 23:59,10/21/2021 13:10
3536614,253.7,2,0.41,0.04,17345,14480-9719,MTNORAM.PARCEL,MTNORAM.53DV,9/1/2022 17:09,9/2/2022 18:09
716984,458.8,11,0.89,0.11,38134,41005,CORP.PARCEL,CORP.53DV,3/25/2022 14:03,3/29/2022 18:03
1250392,2044.8,0,2.82,0.07,53158,92840,CORP.PARCEL,CORP.53DV,1/13/2022 22:01,1/15/2022 0:01
3112305,1189.6,1079,44614.31,10.79,N9V 2Z6,70506,MTNORAM.TL,MTNORAM.53DV,7/26/2022 0:00,7/28/2022 6:00
1349083,249.7,53,5278.2,1400.13,75062,77041,CORP.TL,CORP.53DV,11/30/2021 20:00,12/1/2021 20:00
1432444,559.72,3,6.9,2436.04,38637,29379-9005,CORP.PARCEL,CORP.53DV,12/3/2021 23:12,12/7/2021 20:12
3182693,478.9,4,1.02,0.08,17345,28401,MTNORAM.PARCEL,MTNORAM.53DV,7/27/2022 20:07,7/28/2022 19:07
4518397,231.2,2,1.94,0.09,17345,15108,MTNORAM.PARCEL,MTNORAM.53DV,4/7/2022 22:04,4/8/2022 17:04
2681089,36.0,14,1306.0,304.56,77382,77041,CORP.LTL,CORP.53DV,4/13/2022 12:04,4/13/2022 23:04
1560275,1135.7,2,0.5,0.0,38134,12561,CORP.PARCEL,CORP.53DV,10/26/2021 21:10,10/27/2021 18:10
1122715,484.6,41,2.61,0.76,38134,66061,CORP.PARCEL,CORP.53DV,1/31/2022 13:01,2/2/2022 22:02
3367035,565.0,6,1.65,0.08,17345,37804,MTNORAM.PARCEL,MTNORAM.53DV,8/17/2022 17:08,8/18/2022 18:08
353965,371.4,3,268.0,50.45,75062,78382,CORP.LTL,CORP.53DV,6/29/2022 19:00,7/1/2022 19:00
891397,1018.4,7,7.0,2.07,40219,78757,CORP.PARCEL,CORP.53DV,3/24/2022 7:03,3/28/2022 18:03
2464526,266.2,5428,50.0,0.0,75261,77489,CORP.TL,CORP.53BK,4/29/2022 1:04,4/29/2022 6:04
1292872,368.0,1,92.0,38.25,21740,6074,CORP.LTL,CORP.53DV,12/29/2021 20:00,1/6/2022 20:00
3987977,23.4,0,4746.0,514.71,78264,78220,MTNORAM.LTL,MTNORAM.53DV,1/10/2022 21:01,3/28/2022 19:03
363677,336.9,220,8.0,0.0,70360,77489,CORP.TL,CORP.53DV,8/8/2022 23:08,8/9/2022 6:08
4841508,667.5,4,2.21,0.12,17345,30720,MTNORAM.PARCEL,MTNORAM.53DV,5/23/2022 21:05,5/24/2022 18:05
2373873,2770.9,1,0.8,0.01,90810,8873,CORP.PARCEL,CORP.53DV,4/20/2022 7:04,4/20/2022 14:04
2173435,0.0,1,0.2,0.0,38134,631,CORP.PARCEL,CORP.53DV,4/4/2022 22:04,4/6/2022 0:04
3320770,2093.6,2,6.65,0.3,17345,84341,MTNORAM.PARCEL,MTNORAM.53DV,8/11/2022 17:08,8/12/2022 21:08
176586,2098.8,0,0.19,0.01,53158,98686,CORP.PARCEL,CORP.53DV,7/13/2022 13:07,7/14/2022 23:07
2469014,266.2,20946,190.0,8.17,75261,77489,CORP.TL,CORP.53BK,5/9/2022 1:05,5/9/2022 6:05
1370426,266.2,22120,346.0,32.67,75261,77489,CORP.TL,CORP.53BK,12/22/2021 2:12,12/22/2021 7:12
1517846,1582.3,3,0.31,0.02,38134,89074,CORP.PARCEL,CORP.53DV,1/4/2022 18:01,1/7/2022 1:01
4454467,2765.4,2,1.11,0.05,17345,93465,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 0:05,5/28/2022 1:05
828181,222.7,25,2428.0,682.91,32824,33018,CORP.TL,CORP.53DV,3/9/2022 20:00,3/9/2022 20:00
2307911,60.1,3,220.0,68.0,48174,48382,CORP.LTL,CORP.53DV,6/10/2022 18:06,5/27/2022 0:00
4220361,89.1,112,21.83,1.42,8512,11701,MTNORAM.PARCEL,MTNORAM.53DV,5/25/2022 0:05,5/24/2022 16:05
17180,2049.5,16,17.04,0.59,38134,95377,CORP.PARCEL,CORP.53DV,8/9/2022 22:08,8/15/2022 15:08
3285930,111.3,6,3.48,0.18,17345,22182,MTNORAM.PARCEL,MTNORAM.53DV,8/8/2022 15:08,8/9/2022 18:08
32006,298.7,5,0.22,0.61,38134,63051,CORP.PARCEL,CORP.53DV,6/29/2022 21:06,7/1/2022 0:07
1167269,1208.73,11,0.54,0.64,38134,36068,CORP.PARCEL,CORP.53DV,1/26/2022 19:01,1/28/2022 23:01
4677753,177.7,3,1.94,0.09,17345,10314,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 16:05,5/10/2022 18:05
